,last_review_year_date,neighbourhood,neighbourhood_group,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
107,2017-01-01,Penrith,,185.66666666666666,2.6666666666666665,6.333333333333333,0.18666666666666668,7.166666666666667,266.0
108,2018-01-01,Penrith,,150.58426966292134,1.696629213483146,24.314606741573034,2.0043820224719098,2.651685393258427,204.07865168539325
109,2014-01-01,Pittwater,,455.5,5.0,2.0,0.03,1.5,176.0
110,2015-01-01,Pittwater,,452.5,5.5,1.375,0.03375,1.125,92.0
111,2016-01-01,Pittwater,,475.53846153846155,4.230769230769231,6.076923076923077,0.15980769230769232,8.461538461538462,116.96153846153847
112,2017-01-01,Pittwater,,527.6288659793814,5.103092783505154,3.865979381443299,0.1411340206185567,9.288659793814434,159.98969072164948
113,2018-01-01,Pittwater,,368.77384615384614,2.666153846153846,26.015384615384615,1.2488923076923077,4.176923076923077,185.43692307692308
114,2014-01-01,Randwick,,168.55555555555554,4.0,2.111111111111111,0.031111111111111107,1.5555555555555556,29.77777777777778
115,2015-01-01,Randwick,,201.4179104477612,5.507462686567164,2.5671641791044775,0.05343283582089552,3.8507462686567164,29.044776119402986
116,2016-01-01,Randwick,,207.23076923076923,4.6923076923076925,2.769230769230769,0.07276018099547513,5.0542986425339365,39.158371040723985
117,2017-01-01,Randwick,,178.82552083333334,5.713541666666667,5.643229166666667,0.18291666666666664,6.325520833333333,60.588541666666664
118,2018-01-01,Randwick,,164.84745762711864,4.5276344878408255,16.548268238761974,1.0108621960206337,9.168017686072218,98.2756079587325
119,2015-01-01,Rockdale,,68.16666666666667,22.666666666666668,2.1666666666666665,0.051666666666666666,1.8333333333333333,75.16666666666667
120,2016-01-01,Rockdale,,79.73076923076923,3.9615384615384617,3.1538461538461537,0.09615384615384616,1.5769230769230769,35.42307692307692
121,2017-01-01,Rockdale,,118.58730158730158,9.587301587301587,8.206349206349206,0.2880952380952381,2.253968253968254,80.26984126984127
122,2018-01-01,Rockdale,,121.34263959390863,2.6700507614213196,24.048223350253807,1.6683756345177665,7.271573604060913,115.68781725888324
123,2012-01-01,Ryde,,40.0,2.0,2.0,0.03,3.0,28.0
124,2014-01-01,Ryde,,80.0,2.0,4.0,0.07,3.0,28.0
125,2015-01-01,Ryde,,170.25,3.0,3.0,0.065,1.25,89.5
126,2016-01-01,Ryde,,104.6470588235294,10.294117647058824,3.764705882352941,0.09294117647058824,1.4705882352941178,76.23529411764706
127,2017-01-01,Ryde,,114.48780487804878,3.1219512195121952,5.439024390243903,0.20609756097560974,2.658536585365854,74.51219512195122
128,2018-01-01,Ryde,,105.67771084337349,2.2951807228915664,15.006024096385541,1.2160843373493977,6.129518072289157,141.43072289156626
129,2015-01-01,Strathfield,,112.0,4.0,2.0,0.04,1.0,0.0
130,2016-01-01,Strathfield,,183.0,5.666666666666667,3.3333333333333335,0.10666666666666667,1.3333333333333333,303.0
131,2017-01-01,Strathfield,,74.28571428571429,4.714285714285714,3.7857142857142856,0.1757142857142857,1.9285714285714286,101.57142857142857
132,2018-01-01,Strathfield,,95.62135922330097,2.5728155339805827,15.174757281553399,1.6406796116504856,5.446601941747573,140.85436893203882
133,2014-01-01,Sutherland Shire,,130.0,30.0,1.0,0.02,1.0,0.0
134,2015-01-01,Sutherland Shire,,127.6,3.4,3.4,0.06799999999999999,1.0,83.6
135,2016-01-01,Sutherland Shire,,195.93333333333334,4.0,3.6,0.10933333333333332,1.0,50.8
136,2017-01-01,Sutherland Shire,,180.0909090909091,4.878787878787879,5.818181818181818,0.23303030303030303,1.1515151515151516,84.57575757575758
137,2018-01-01,Sutherland Shire,,186.45328719723184,2.7404844290657437,30.01038062283737,1.841833910034602,1.5294117647058822,167.33217993079586
138,2013-01-01,Sydney,,126.83333333333333,70.33333333333333,3.6666666666666665,0.049999999999999996,1.0,158.83333333333334
139,2014-01-01,Sydney,,186.31034482758622,27.310344827586206,2.0344827586206895,0.03586206896551724,3.5172413793103448,96.75862068965517
140,2015-01-01,Sydney,,143.70909090909092,4.951515151515151,3.0545454545454547,0.064,2.2181818181818183,26.73939393939394
141,2016-01-01,Sydney,,150.4643584521385,5.307535641547862,4.203665987780041,0.10496945010183299,2.054989816700611,20.74134419551935
142,2017-01-01,Sydney,,151.84788029925187,7.78927680798005,7.249376558603491,0.26174563591022443,4.581047381546135,40.63715710723192
143,2018-01-01,Sydney,,168.4295747911921,4.2995444191343966,30.548785117691725,1.997672741078208,9.77619589977221,111.1002277904328
144,2015-01-01,The Hills Shire,,498.3333333333333,1.6666666666666667,1.6666666666666667,0.03333333333333333,1.3333333333333333,361.0
145,2016-01-01,The Hills Shire,,365.46153846153845,1.6923076923076923,2.4615384615384617,0.07307692307692307,1.7692307692307692,197.69230769230768
146,2017-01-01,The Hills Shire,,115.4090909090909,16.40909090909091,4.590909090909091,0.1640909090909091,1.4545454545454546,141.22727272727272
147,2018-01-01,The Hills Shire,,134.1969696969697,1.9696969696969697,21.113636363636363,1.5183333333333333,1.6666666666666667,208.9469696969697
148,2014-01-01,Warringah,,239.66666666666666,8.833333333333334,1.5,0.024999999999999998,2.0,84.33333333333333
149,2015-01-01,Warringah,,270.962962962963,4.851851851851852,1.3333333333333333,0.03222222222222222,1.037037037037037,91.70370370370371
150,2016-01-01,Warringah,,283.359649122807,5.973684210526316,3.1666666666666665,0.08149122807017543,1.219298245614035,83.08771929824562
151,2017-01-01,Warringah,,273.7450980392157,4.745098039215686,3.4215686274509802,0.1292156862745098,1.4264705882352942,73.82843137254902
152,2018-01-01,Warringah,,219.14697802197801,3.2266483516483517,14.407967032967033,0.9642582417582418,4.197802197802198,124.92307692307692
153,2011-01-01,Waverley,,500.0,7.0,1.0,0.01,1.0,30.0
